session_id,network_packet_size,protocol_type,login_attempts,session_duration,encryption_used,failed_logins,browser_type,unusual_time_access,attack_detected,ip_reputation_score_least_trustworthy,ip_reputation_score_suspicious,ip_reputation_score_excellent_reputation,risk_score,risk_level
SID_02173,436,2,4,1237.6752327049526,1,0,Firefox,0,0,True,False,False,0,Low
SID_02174,530,1,1,33.21926746211982,1,3,Chrome,0,1,True,False,False,0,Low
SID_02175,332,1,4,285.0636190024445,0,1,Firefox,0,1,True,False,False,0,Low
SID_02176,917,1,6,166.2535676678322,1,0,Firefox,0,0,True,False,False,0,Low
SID_02177,178,1,1,55.42849302625873,0,2,Chrome,0,0,True,False,False,0,Low
SID_02178,536,1,4,92.0060059823046,0,3,Chrome,1,1,True,False,False,1,Low
SID_02179,904,1,1,1910.0297612081968,1,0,Chrome,0,0,True,False,False,0,Low
SID_02180,501,2,5,296.94743216441424,0,3,Edge,0,1,False,False,True,1,Low
SID_02181,461,2,3,398.3589458447329,0,0,Chrome,0,0,True,False,False,0,Low
SID_02182,428,1,5,531.9601716472733,0,1,Edge,0,0,True,False,False,0,Low
SID_02183,463,2,6,1092.9709807935344,1,0,Chrome,1,1,False,False,True,2,Medium
SID_02184,774,1,4,1281.058636480012,0,0,Firefox,0,0,False,True,False,1,Low
SID_02185,64,1,7,2653.401377832736,2,0,Edge,0,1,False,True,False,1,Low
SID_02186,806,1,2,189.26481545542356,1,3,Edge,0,1,True,False,False,0,Low
SID_02187,215,2,5,286.55937372876235,1,0,Edge,0,0,False,False,True,1,Low
SID_02188,446,2,4,300.291044241073,0,2,Edge,1,0,True,False,False,1,Low
SID_02189,414,2,3,471.4028545890607,0,2,Firefox,0,1,False,False,True,1,Low
SID_02190,617,1,4,1317.7298983483074,2,2,Firefox,0,0,False,False,True,1,Low
SID_02191,180,1,6,218.97713979486932,0,2,Unknown,0,1,False,False,True,1,Low
SID_02192,592,2,5,1221.9979741305235,0,1,Edge,0,0,True,False,False,0,Low
SID_02193,904,1,4,182.56509499713488,0,0,Chrome,0,0,False,True,False,1,Low
SID_02194,227,1,1,990.7068083336936,0,0,Chrome,1,0,True,False,False,1,Low
SID_02195,537,1,4,1283.565549888743,0,3,Chrome,0,1,True,False,False,0,Low
SID_02196,367,1,4,1538.134820728532,2,2,Chrome,0,0,True,False,False,0,Low
SID_02197,585,1,5,571.1462362951147,0,1,Edge,1,0,True,False,False,1,Low
SID_02198,503,1,5,318.84917847006125,2,2,Chrome,0,0,False,False,True,1,Low
SID_02199,371,1,6,1184.07704444492,0,1,Chrome,0,0,False,True,False,1,Low
SID_02200,597,1,3,309.6088967492318,2,4,Chrome,0,1,False,False,True,1,Low
SID_02201,860,1,8,128.21836398220557,1,2,Chrome,0,1,False,False,True,1,Low
SID_02202,461,1,5,1439.9290379620654,0,0,Chrome,0,0,True,False,False,0,Low
SID_02203,643,1,5,423.7905822698592,1,1,Firefox,0,0,True,False,False,0,Low
SID_02204,241,1,3,676.7287552513835,0,1,Edge,0,0,True,False,False,0,Low
SID_02205,308,1,3,2005.1727576689143,2,0,Firefox,0,1,True,False,False,0,Low
SID_02206,594,1,4,116.7577166307502,2,3,Chrome,0,1,True,False,False,0,Low
SID_02207,796,2,3,651.6805690012304,0,1,Chrome,0,1,False,False,True,1,Low
SID_02208,571,2,2,654.5413921378301,0,1,Chrome,0,0,False,True,False,1,Low
SID_02209,437,1,3,1583.771411765433,1,2,Firefox,0,1,False,False,True,1,Low
SID_02210,499,1,6,333.9398395559884,1,2,Edge,0,1,False,True,False,1,Low
SID_02211,249,2,4,410.2809252237422,0,1,Chrome,0,1,True,False,False,0,Low
SID_02212,620,1,5,585.998143017639,0,0,Chrome,0,0,True,False,False,0,Low
SID_02213,676,1,8,146.3693922891712,2,0,Chrome,0,1,True,False,False,0,Low
SID_02214,409,1,2,508.9015726023897,0,3,Edge,0,1,False,True,False,1,Low
SID_02215,405,1,8,458.2768505857792,0,1,Chrome,0,1,False,True,False,1,Low
SID_02216,553,1,6,175.9135498530667,0,1,Safari,0,0,False,True,False,1,Low
SID_02217,412,0,7,1431.9170550059837,0,4,Unknown,1,1,False,True,False,2,Medium
SID_02218,486,2,3,451.14734544177065,1,1,Firefox,0,1,True,False,False,0,Low
SID_02219,919,1,1,292.30263593127853,1,2,Chrome,1,0,False,False,True,2,Medium
SID_02220,450,1,7,111.75385351327232,1,5,Chrome,0,1,True,False,False,0,Low
SID_02221,428,1,3,75.2268550610383,1,0,Edge,1,0,False,False,True,2,Medium
SID_02222,370,1,3,2579.6514467246284,2,2,Firefox,0,0,True,False,False,0,Low
SID_02223,648,1,2,4263.588562509983,0,2,Chrome,1,1,True,False,False,1,Low
SID_02224,463,1,4,1825.640961436202,0,3,Chrome,0,1,False,False,True,1,Low
SID_02225,370,1,3,490.92396850902446,0,1,Chrome,0,0,False,False,True,1,Low
SID_02226,764,1,2,1319.8570017589625,2,0,Chrome,0,0,True,False,False,0,Low
SID_02227,783,1,6,1437.975143011365,1,0,Firefox,0,0,False,True,False,1,Low
SID_02228,379,0,4,285.1219398781547,0,1,Edge,0,1,False,False,True,1,Low
SID_02229,126,1,2,705.5675816871113,0,0,Firefox,1,0,False,True,False,2,Medium
SID_02230,701,0,2,2513.939648672193,2,1,Chrome,1,1,True,False,False,1,Low
SID_02231,363,1,7,262.87859067963853,0,3,Firefox,0,1,False,True,False,1,Low
SID_02232,658,1,3,869.8681895264899,0,1,Chrome,0,0,False,True,False,1,Low
SID_02233,105,1,7,869.0493027063095,1,2,Chrome,1,1,False,False,True,2,Medium
SID_02234,678,1,3,482.16364698686834,2,4,Chrome,0,1,False,False,True,1,Low
SID_02235,257,1,3,539.1916603735372,0,1,Chrome,1,0,True,False,False,1,Low
SID_02236,646,2,1,487.60754163393625,1,1,Firefox,0,0,False,False,True,1,Low
SID_02237,502,0,6,588.9722282502024,0,3,Edge,1,1,False,True,False,2,Medium
SID_02238,309,1,2,128.8656601623769,1,2,Unknown,0,0,False,True,False,1,Low
SID_02239,418,1,2,1266.809968062989,1,0,Firefox,0,0,True,False,False,0,Low
SID_02240,637,1,5,865.5814142219573,2,0,Chrome,0,1,True,False,False,0,Low
SID_02241,521,1,4,2914.277084317282,0,2,Chrome,0,0,False,True,False,1,Low
SID_02242,616,1,5,225.51183909471965,1,1,Firefox,0,0,True,False,False,0,Low
SID_02243,895,1,4,126.22951983140833,1,1,Chrome,0,0,True,False,False,0,Low
SID_02244,187,1,7,335.5141982079205,2,2,Chrome,0,1,False,True,False,1,Low
SID_02245,823,1,2,570.2578227290419,1,1,Chrome,0,0,False,True,False,1,Low
SID_02246,520,1,4,183.5401460451089,0,2,Chrome,0,1,True,False,False,0,Low
SID_02247,320,1,2,493.83982383573664,0,3,Unknown,0,1,False,True,False,1,Low
SID_02248,233,1,6,823.1493950846897,2,1,Chrome,0,0,False,True,False,1,Low
SID_02249,462,0,10,46.24846880202679,2,2,Chrome,0,1,True,False,False,1,Low
SID_02250,684,1,2,1135.1527696236728,0,1,Chrome,0,0,True,False,False,0,Low
SID_02251,474,2,3,2246.8882147375725,0,0,Chrome,0,0,False,False,True,1,Low
SID_02252,802,2,7,249.85113116038423,1,1,Unknown,0,1,False,True,False,1,Low
SID_02253,209,0,1,1197.6819606397248,0,1,Chrome,0,0,False,True,False,1,Low
SID_02254,497,2,11,432.9375075379106,0,1,Chrome,0,1,True,False,False,1,Low
SID_02255,249,1,4,873.5461064134851,0,1,Chrome,0,0,True,False,False,0,Low
SID_02256,572,2,4,1086.993380429303,1,1,Firefox,0,0,True,False,False,0,Low
SID_02257,677,1,6,279.6160799809689,2,0,Edge,0,1,False,False,True,1,Low
SID_02258,415,1,4,1238.6652021440962,0,1,Edge,1,0,True,False,False,1,Low
SID_02259,64,0,3,88.8447722907201,2,1,Chrome,0,0,False,True,False,1,Low
SID_02260,539,2,5,3457.4889948900804,1,2,Firefox,0,0,False,True,False,1,Low
SID_02261,587,0,5,328.8143793714204,2,0,Chrome,0,0,True,False,False,0,Low
SID_02262,580,2,7,202.6788981099312,0,3,Unknown,1,1,False,False,True,2,Medium
SID_02263,747,2,5,119.4072400172362,0,1,Firefox,0,0,True,False,False,0,Low
SID_02264,285,2,5,1337.8260299707144,0,1,Chrome,0,1,True,False,False,0,Low
SID_02265,636,2,6,705.2996332307733,0,2,Firefox,0,0,False,True,False,1,Low
SID_02266,738,1,2,2423.7671514686126,2,1,Firefox,1,0,True,False,False,1,Low
SID_02267,144,2,5,834.5686856563854,2,2,Safari,0,0,False,False,True,1,Low
SID_02268,563,2,5,333.1314476119149,1,1,Chrome,0,0,False,False,True,1,Low
SID_02269,399,2,5,1448.325977194185,0,1,Edge,0,1,False,True,False,1,Low
SID_02270,483,1,5,264.1766999159122,0,1,Unknown,0,1,True,False,False,0,Low
SID_02271,569,1,5,274.94005953622656,0,1,Firefox,0,0,False,True,False,1,Low
SID_02272,402,1,3,22.950139056120825,1,1,Chrome,0,1,True,False,False,0,Low
SID_02273,364,2,3,232.30610762022965,0,2,Unknown,0,1,False,False,True,1,Low
SID_02274,506,1,4,242.4360849899699,2,0,Firefox,0,0,False,True,False,1,Low
SID_02275,282,1,1,282.5123952337194,0,0,Unknown,0,0,True,False,False,0,Low
SID_02276,282,1,6,367.8887992207615,0,1,Chrome,0,0,False,True,False,1,Low
SID_02277,635,2,1,687.6901364793838,2,0,Chrome,1,0,False,True,False,2,Medium
SID_02278,270,2,1,195.0761065733711,1,1,Safari,0,1,False,True,False,1,Low
SID_02279,633,2,3,810.1554448788864,1,2,Edge,0,0,False,True,False,1,Low
SID_02280,592,1,4,114.46380677288772,2,2,Chrome,0,0,False,True,False,1,Low
SID_02281,154,1,2,2137.88661872256,2,1,Chrome,1,0,False,True,False,2,Medium
SID_02282,364,1,3,21.1657278896685,2,2,Chrome,0,0,False,True,False,1,Low
SID_02283,738,1,4,1910.4959890851685,2,2,Safari,1,1,True,False,False,1,Low
SID_02284,303,2,5,633.8442604152791,0,1,Chrome,0,1,True,False,False,0,Low
SID_02285,407,1,4,990.4245849164232,1,2,Edge,0,1,False,False,True,1,Low
SID_02286,592,1,4,283.4481718508588,1,2,Firefox,0,0,False,True,False,1,Low
SID_02287,656,1,5,152.73354665336066,1,1,Chrome,0,0,False,True,False,1,Low
SID_02288,449,1,6,2354.4315416645154,1,3,Chrome,0,1,True,False,False,0,Low
SID_02289,380,2,4,465.2901083607415,2,3,Chrome,0,1,False,True,False,1,Low
SID_02290,784,1,2,523.9306423446145,0,2,Chrome,0,0,True,False,False,0,Low
SID_02291,847,2,5,3396.789354586982,1,2,Chrome,0,0,True,False,False,0,Low
SID_02292,695,1,5,327.6613982393067,1,2,Safari,0,0,True,False,False,0,Low
SID_02293,517,1,3,84.45874354721997,0,2,Firefox,0,0,True,False,False,0,Low
SID_02294,338,1,3,707.280011808582,0,0,Firefox,0,1,False,False,True,1,Low
SID_02295,333,1,3,647.398950457327,1,0,Edge,0,0,True,False,False,0,Low
SID_02296,604,2,2,1186.6121102131722,2,1,Safari,0,0,False,True,False,1,Low
SID_02297,583,1,3,2482.2638020098907,1,3,Chrome,1,1,False,True,False,2,Medium
SID_02298,780,1,5,294.1591041373042,0,0,Firefox,1,0,True,False,False,1,Low
SID_02299,630,1,5,1023.5217840463438,1,1,Chrome,0,0,True,False,False,0,Low
SID_02300,199,1,1,456.0403338761728,2,1,Chrome,0,0,True,False,False,0,Low
SID_02301,710,2,4,1225.140419362786,0,0,Firefox,0,1,False,False,True,1,Low
SID_02302,300,1,1,143.5664126313859,1,3,Chrome,0,1,True,False,False,0,Low
SID_02303,423,1,5,555.8891867729174,1,2,Firefox,0,0,False,False,True,1,Low
SID_02304,550,2,6,64.26286964650835,1,2,Chrome,0,0,False,True,False,1,Low
SID_02305,899,1,4,658.9228046244956,0,2,Chrome,0,0,False,True,False,1,Low
SID_02306,1121,1,1,148.07498142297297,2,2,Edge,0,0,False,True,False,1,Low
SID_02307,621,1,5,2576.002562425393,0,2,Chrome,0,0,True,False,False,0,Low
SID_02308,463,1,4,646.5418041574994,0,1,Chrome,0,0,True,False,False,0,Low
SID_02309,606,2,2,602.9542444876629,0,1,Chrome,1,0,False,True,False,2,Medium
SID_02310,677,1,4,2869.946111741061,1,1,Unknown,1,1,False,False,True,2,Medium
SID_02311,435,0,2,551.986212926435,1,3,Firefox,0,1,True,False,False,0,Low
SID_02312,859,1,5,903.4051628804464,0,0,Firefox,0,1,False,False,True,1,Low
SID_02313,546,0,5,38.2450030378546,0,2,Chrome,0,0,True,False,False,0,Low
SID_02314,599,1,4,985.7299822320456,0,0,Edge,0,0,True,False,False,0,Low
SID_02315,633,1,5,88.12906026497605,1,1,Chrome,0,0,False,True,False,1,Low
SID_02316,584,1,2,1212.1558395042582,2,3,Firefox,1,1,False,False,True,2,Medium
SID_02317,667,1,10,1675.454651609314,0,3,Chrome,0,1,False,True,False,2,Medium
SID_02318,376,2,3,303.21575510902335,1,3,Chrome,0,1,True,False,False,0,Low
SID_02319,388,2,1,1683.8403931508751,0,2,Chrome,0,0,False,True,False,1,Low
SID_02320,279,1,7,527.2080189199057,1,0,Chrome,0,1,True,False,False,0,Low
SID_02321,587,1,3,678.1136872546197,1,2,Firefox,0,0,False,True,False,1,Low
SID_02322,655,1,1,423.440011524677,1,0,Chrome,0,1,True,False,False,0,Low
SID_02323,591,0,7,517.8389796934679,0,0,Chrome,0,1,True,False,False,0,Low
SID_02324,834,2,4,1911.1324627141464,2,0,Firefox,1,0,True,False,False,1,Low
SID_02325,498,1,2,2354.426901944574,2,1,Chrome,0,0,False,True,False,1,Low
SID_02326,633,2,4,472.2832428724692,2,2,Chrome,0,0,False,True,False,1,Low
SID_02327,281,2,5,577.8325623523859,0,1,Firefox,0,1,True,False,False,0,Low
SID_02328,422,1,4,98.796944901458,0,0,Chrome,0,0,False,True,False,1,Low
SID_02329,639,2,4,315.1705799635384,1,1,Edge,0,1,True,False,False,0,Low
SID_02330,669,1,1,575.9826359182165,1,1,Unknown,0,0,True,False,False,0,Low
SID_02331,441,1,3,181.1017692679686,2,2,Safari,0,1,False,False,True,1,Low
SID_02332,485,1,4,687.4242508104926,0,1,Chrome,0,0,True,False,False,0,Low
SID_02333,196,1,3,924.8657597568294,2,1,Firefox,0,0,True,False,False,0,Low
SID_02334,428,1,4,839.7663801979343,1,1,Edge,0,0,True,False,False,0,Low
SID_02335,678,1,1,467.4521478772478,0,3,Chrome,0,1,False,False,True,1,Low
SID_02336,615,2,5,1173.3759982899185,0,2,Chrome,1,0,True,False,False,1,Low
SID_02337,600,1,3,307.96831221094914,2,2,Chrome,0,0,True,False,False,0,Low
SID_02338,509,1,7,506.8119420212949,0,3,Chrome,0,1,True,False,False,0,Low
SID_02339,501,2,3,251.9383544447972,1,2,Edge,0,0,True,False,False,0,Low
SID_02340,367,1,3,740.322882728059,1,1,Chrome,0,0,False,True,False,1,Low
SID_02341,639,1,6,464.8654818600496,0,0,Chrome,0,0,True,False,False,0,Low
SID_02342,584,0,4,195.813269118678,1,0,Firefox,0,1,False,False,True,1,Low
SID_02343,598,2,2,294.7493079196605,0,1,Chrome,1,0,False,True,False,2,Medium
SID_02344,394,1,3,262.2124460645207,1,1,Unknown,0,0,False,True,False,1,Low
SID_02345,69,1,7,1934.5109694074808,0,3,Chrome,0,1,False,True,False,1,Low
SID_02346,719,0,1,590.4391144020123,0,4,Chrome,0,1,True,False,False,0,Low
SID_02347,404,1,6,845.9513364559743,1,3,Edge,0,1,True,False,False,0,Low
SID_02348,327,1,7,2183.424467836812,2,2,Safari,0,1,True,False,False,0,Low
SID_02349,638,1,6,160.92738497296358,0,1,Edge,0,0,False,True,False,1,Low
SID_02350,421,1,5,2210.3484634145334,1,1,Chrome,0,0,True,False,False,0,Low
SID_02351,711,2,8,620.5923409993196,0,0,Edge,0,1,False,True,False,1,Low
SID_02352,623,2,3,1551.544520949618,2,3,Firefox,0,1,True,False,False,0,Low
SID_02353,636,0,2,147.13399640594812,2,3,Chrome,0,1,False,True,False,1,Low
SID_02354,226,2,3,254.99248494394084,0,1,Chrome,0,0,False,True,False,1,Low
SID_02355,742,1,3,172.70700359810806,0,1,Chrome,0,0,False,True,False,1,Low
SID_02356,552,1,3,847.7174027740552,2,2,Firefox,0,0,True,False,False,0,Low
SID_02357,426,0,3,121.36690695002056,1,1,Edge,1,1,True,False,False,1,Low
SID_02358,528,1,5,1258.186101304723,0,1,Edge,0,0,False,True,False,1,Low
SID_02359,144,1,1,230.6111706157401,0,1,Firefox,0,0,False,False,True,1,Low
SID_02360,581,2,4,236.00757467261047,1,1,Edge,0,0,False,True,False,1,Low
SID_02361,294,1,2,264.05010960811046,1,0,Unknown,0,0,True,False,False,0,Low
SID_02362,229,1,3,1097.560092231213,0,2,Firefox,0,0,False,True,False,1,Low
SID_02363,195,2,4,2063.893961503564,0,0,Edge,0,1,True,False,False,0,Low
SID_02364,722,0,8,1904.523921215016,0,3,Safari,0,1,False,True,False,1,Low
SID_02365,374,1,2,85.40405319423292,0,1,Chrome,0,0,True,False,False,0,Low
SID_02366,806,2,4,243.52291167366187,0,1,Edge,0,0,True,False,False,0,Low
SID_02367,392,1,4,892.2372789587611,0,2,Firefox,0,0,True,False,False,0,Low
SID_02368,158,1,6,771.0217425938057,0,2,Edge,0,0,True,False,False,0,Low
SID_02369,276,2,5,344.6621058652348,2,1,Chrome,0,0,False,True,False,1,Low
SID_02370,747,0,2,1589.3051055072278,0,3,Safari,0,1,True,False,False,0,Low
SID_02371,468,1,4,111.83852753384332,2,2,Firefox,0,0,True,False,False,0,Low
SID_02372,390,1,5,815.1725035948441,1,0,Chrome,0,1,True,False,False,0,Low
SID_02373,532,1,2,255.1560046798733,1,0,Firefox,1,0,True,False,False,1,Low
SID_02374,600,1,4,599.2233107737867,2,1,Firefox,0,0,True,False,False,0,Low
SID_02375,723,1,7,392.1475288050975,0,2,Firefox,1,1,True,False,False,1,Low
SID_02376,789,1,3,3119.091940228621,1,3,Chrome,0,1,False,True,False,1,Low
SID_02377,428,1,2,533.5038059706454,1,2,Chrome,0,0,True,False,False,0,Low
SID_02378,234,1,5,2986.8803247392498,2,0,Firefox,1,1,True,False,False,1,Low
SID_02379,417,1,3,235.519309694414,0,0,Firefox,1,0,True,False,False,1,Low
SID_02380,552,2,4,1168.610669989395,0,2,Chrome,0,0,False,True,False,1,Low
SID_02381,307,1,3,1010.0110334450424,2,2,Firefox,0,0,False,True,False,1,Low
SID_02382,308,1,3,1505.2350733725805,0,3,Firefox,0,1,True,False,False,0,Low
SID_02383,568,2,8,946.3105607514984,2,1,Chrome,1,1,True,False,False,1,Low
SID_02384,490,2,4,917.467018916734,2,3,Chrome,0,1,False,True,False,1,Low
SID_02385,506,1,4,864.7147760389595,0,0,Chrome,0,0,True,False,False,0,Low
SID_02386,348,1,5,3362.519312230549,0,1,Edge,0,0,False,True,False,1,Low
SID_02387,453,2,2,207.11791194329984,0,1,Chrome,0,0,False,False,True,1,Low
SID_02388,315,1,3,24.46113219140857,0,1,Chrome,0,0,False,True,False,1,Low
SID_02389,678,2,2,906.49060352528,0,2,Chrome,0,0,True,False,False,0,Low
SID_02390,707,1,1,151.32011407205397,2,1,Firefox,0,0,True,False,False,0,Low
SID_02391,130,1,5,910.008732639116,1,0,Chrome,0,1,True,False,False,0,Low
SID_02392,314,1,3,308.159965327984,0,1,Chrome,0,0,False,True,False,1,Low
SID_02393,200,2,5,35.455580705945536,0,0,Edge,0,1,False,False,True,1,Low
SID_02394,369,2,4,1174.9341992192828,1,2,Unknown,0,1,False,True,False,1,Low
SID_02395,483,1,6,42.423777590961606,0,1,Firefox,0,0,True,False,False,0,Low
SID_02396,210,1,7,203.0248131868683,1,1,Chrome,1,1,False,True,False,2,Medium
SID_02397,315,1,4,328.0709850333928,1,3,Unknown,0,1,True,False,False,0,Low
SID_02398,299,1,5,113.94188769110866,2,1,Chrome,0,0,True,False,False,0,Low
SID_02399,541,2,1,1958.7285862004912,1,0,Chrome,0,0,True,False,False,0,Low
SID_02400,513,1,2,777.9428905432843,0,3,Chrome,1,1,False,False,True,2,Medium
SID_02401,355,2,4,1666.0913148116051,0,0,Chrome,0,0,False,False,True,1,Low
SID_02402,535,1,9,916.694103678336,0,2,Chrome,0,1,True,False,False,1,Low
SID_02403,390,2,3,3857.210134043374,0,1,Safari,0,1,False,True,False,1,Low
SID_02404,445,2,4,595.8097668080823,0,2,Chrome,0,0,False,True,False,1,Low
SID_02405,834,1,7,44.20997421701363,0,0,Chrome,1,1,False,True,False,2,Medium
SID_02406,768,1,3,140.30088448557632,0,2,Firefox,0,0,False,True,False,1,Low
SID_02407,240,1,5,710.2261054691171,0,2,Firefox,0,0,False,True,False,1,Low
SID_02408,665,1,1,341.83556205358826,0,1,Firefox,0,0,True,False,False,0,Low
SID_02409,662,1,2,95.83155859402854,1,1,Chrome,0,1,False,False,True,1,Low
SID_02410,270,1,1,217.59370276629832,2,3,Edge,0,1,False,True,False,1,Low
SID_02411,663,0,5,514.831755237281,1,2,Firefox,0,1,True,False,False,0,Low
SID_02412,807,1,2,584.1508481891873,1,0,Firefox,0,0,True,False,False,0,Low
SID_02413,275,2,6,2181.557199144378,1,2,Chrome,0,1,True,False,False,0,Low
SID_02414,316,2,3,76.04590791766525,0,0,Unknown,1,0,False,False,True,2,Medium
SID_02415,703,2,5,354.29367872169155,0,1,Edge,0,1,True,False,False,0,Low
SID_02416,554,1,4,564.2555079656814,2,0,Chrome,0,0,False,True,False,1,Low
SID_02417,610,1,2,96.1696094605648,1,1,Firefox,0,0,False,False,True,1,Low
SID_02418,568,1,3,931.2942013029138,0,3,Chrome,0,1,False,True,False,1,Low
SID_02419,578,1,3,578.931447971113,0,2,Firefox,0,0,False,True,False,1,Low
SID_02420,234,1,1,492.226153233399,0,3,Firefox,0,1,False,True,False,1,Low
SID_02421,709,2,5,853.8783002400539,2,2,Chrome,0,0,True,False,False,0,Low
SID_02422,733,1,2,271.5337088365588,1,2,Chrome,0,0,False,True,False,1,Low
SID_02423,454,1,5,331.59713634990607,0,2,Chrome,0,0,False,True,False,1,Low
SID_02424,491,0,3,142.05684503623638,1,0,Edge,0,0,True,False,False,0,Low
SID_02425,193,1,4,593.4095149606705,0,2,Chrome,0,1,False,False,True,1,Low
SID_02426,602,1,3,372.6929649565176,0,1,Safari,0,0,False,True,False,1,Low
SID_02427,614,2,5,241.24184494566543,0,1,Chrome,0,0,False,True,False,1,Low
SID_02428,487,1,6,106.58945304565958,0,0,Firefox,0,0,False,True,False,1,Low
SID_02429,724,1,7,18.79932752864275,1,0,Chrome,0,1,True,False,False,0,Low
SID_02430,433,1,4,171.89458061471217,1,1,Chrome,0,0,True,False,False,0,Low
SID_02431,612,2,3,227.4049678890306,1,0,Edge,0,0,True,False,False,0,Low
SID_02432,296,1,1,531.5487479705895,1,2,Edge,0,1,False,True,False,1,Low
SID_02433,495,1,1,220.59924233929448,2,2,Firefox,0,1,False,False,True,1,Low
SID_02434,465,1,3,1361.4772168333566,0,1,Chrome,0,1,False,True,False,1,Low
SID_02435,545,1,4,514.1593076306443,0,2,Firefox,0,0,False,True,False,1,Low
SID_02436,426,1,6,782.1303806453978,0,0,Chrome,0,0,True,False,False,0,Low
SID_02437,473,1,2,186.49283385413707,0,3,Safari,1,1,True,False,False,1,Low
SID_02438,665,1,4,430.4589753232575,0,2,Edge,0,0,True,False,False,0,Low
SID_02439,412,1,4,738.6066734406197,2,1,Chrome,0,0,True,False,False,0,Low
SID_02440,178,1,4,298.0644887672826,0,2,Edge,0,0,False,False,True,1,Low
SID_02441,849,1,5,327.81638102255295,0,1,Safari,0,1,False,False,True,1,Low
SID_02442,776,1,3,1317.8164350694833,0,0,Chrome,0,0,True,False,False,0,Low
SID_02443,241,1,1,1452.09471924656,0,1,Chrome,0,0,True,False,False,0,Low
SID_02444,637,1,4,609.0396370198225,0,0,Chrome,1,1,False,True,False,2,Medium
SID_02445,399,2,6,1813.857416216726,0,2,Firefox,0,1,False,False,True,1,Low
SID_02446,552,2,4,1067.5142904894035,2,3,Unknown,0,1,True,False,False,0,Low
SID_02447,558,1,10,45.51163274489725,0,1,Chrome,0,1,False,True,False,2,Medium
SID_02448,453,1,2,655.8276449885371,0,2,Unknown,0,0,False,True,False,1,Low
SID_02449,343,1,6,957.315240048608,2,1,Chrome,0,0,True,False,False,0,Low
SID_02450,361,1,9,622.7633509536859,0,0,Firefox,0,1,False,True,False,2,Medium
SID_02451,316,1,3,1426.9180494409543,0,4,Firefox,0,1,False,False,True,1,Low
SID_02452,333,1,7,286.29724752725576,0,3,Chrome,0,1,True,False,False,0,Low
SID_02453,486,2,3,54.177058324436736,1,3,Chrome,0,1,True,False,False,0,Low
SID_02454,356,1,3,803.268540876398,1,1,Chrome,0,1,False,True,False,1,Low
SID_02455,636,1,5,1049.8423668013495,0,0,Safari,0,0,False,True,False,1,Low
SID_02456,797,2,3,1159.4005114985218,2,1,Firefox,0,0,False,True,False,1,Low
SID_02457,383,1,5,8.897716664147355,1,2,Firefox,0,1,False,True,False,1,Low
SID_02458,547,1,3,895.1620002489304,1,1,Chrome,0,0,False,True,False,1,Low
SID_02459,599,0,1,16.75649620164127,1,3,Chrome,0,1,False,False,True,1,Low
SID_02460,594,2,4,1192.563433143316,1,0,Chrome,0,1,True,False,False,0,Low
SID_02461,515,2,5,971.5017693727642,1,3,Chrome,0,1,True,False,False,0,Low
SID_02462,648,1,5,670.3791245580135,0,3,Chrome,0,1,False,True,False,1,Low
SID_02463,596,1,9,564.7013358152082,0,2,Safari,0,1,False,True,False,2,Medium
SID_02464,252,2,6,1004.5157097545466,0,1,Firefox,0,0,False,True,False,1,Low
SID_02465,673,1,2,47.11690531672548,0,1,Chrome,0,0,True,False,False,0,Low
SID_02466,677,2,3,1427.9352974152623,2,3,Chrome,0,1,False,True,False,1,Low
SID_02467,347,1,7,179.74196962831195,2,2,Edge,0,1,False,True,False,1,Low
SID_02468,507,1,3,519.7466368862069,0,2,Unknown,0,0,True,False,False,0,Low
SID_02469,636,0,5,533.6708202522631,0,2,Unknown,0,1,True,False,False,0,Low
SID_02470,458,1,1,1200.910096672094,1,3,Firefox,0,1,True,False,False,0,Low
SID_02471,714,1,2,171.5364364752325,0,1,Chrome,0,0,True,False,False,0,Low
SID_02472,972,1,2,285.05399362475504,1,3,Firefox,0,1,True,False,False,0,Low
SID_02473,342,1,8,870.3942063328094,1,1,Chrome,0,1,True,False,False,0,Low
SID_02474,223,1,8,425.8733426969415,1,2,Chrome,0,1,True,False,False,0,Low
SID_02475,560,1,5,284.0422916696918,1,0,Edge,0,0,True,False,False,0,Low
SID_02476,644,1,4,777.0691038728202,0,1,Firefox,0,1,False,False,True,1,Low
SID_02477,453,2,6,72.44074583419514,0,1,Chrome,1,0,True,False,False,1,Low
SID_02478,790,1,3,1247.6751074726194,0,2,Chrome,0,0,True,False,False,0,Low
SID_02479,232,0,7,595.1301204432226,1,0,Chrome,0,1,False,False,True,1,Low
SID_02480,638,1,3,184.55811874579396,0,1,Edge,1,1,True,False,False,1,Low
SID_02481,378,1,8,420.0964047887405,2,1,Chrome,0,1,False,True,False,1,Low
SID_02482,843,1,6,112.4004292308586,0,1,Chrome,0,0,False,False,True,1,Low
SID_02483,898,2,5,766.9017500257263,1,2,Unknown,0,1,True,False,False,0,Low
SID_02484,346,0,4,885.236454426187,0,0,Chrome,1,1,False,True,False,2,Medium
SID_02485,390,2,4,415.7396322944418,2,2,Edge,0,1,True,False,False,0,Low
SID_02486,671,1,4,332.0372773497437,0,1,Chrome,0,0,True,False,False,0,Low
SID_02487,422,1,3,1516.5488062376137,1,1,Chrome,0,0,True,False,False,0,Low
